3,hikaku,child_iwai,出産準備・育児用品,ベビー用品通販 / 育児グッズ,出産・育児に使うものを見る,祝い金・クーポンの用途の参考として、必要な育児用品を確認できます。,,,,,,
3,hikaku,child_omutsu_baby,ベビー用紙おむつ,メリーズ / パンパース / 定期便,ベビー用紙おむつを見る,支給・助成がある場合でも、ブランドやサイズの買い足し需要があります。,,,,,,
3,hikaku,child_hoiku_gen,家事・育児サポート,家事代行 / ベビーシッターマッチング,認可外保育の代替・補完サービスを見る,補助額を確認したうえで、一時的な預け先や家事支援を探す導線です。,,,,,,"保育の公式申請を邪魔しない位置に置く"
3,ranking,pregnancy_birth,出産準備,ベビー用品 / 出産準備セット,出産前に揃えるものを見る,祝い金や健診助成の確認とあわせて、準備品のチェックに使えます。,,,,,,
3,ranking,childcare,育児用品・家事支援,ベビー用品 / 家事代行,子育て中の負担を減らすサービスを見る,医療費助成や保育補助の確認後に、日々の負担軽減サービスを案内します。,,,,,,
3,guide,pregnancy-birth,出産準備,ベビー用品通販,出産準備リストを見る,制度の基礎知識のあとに、実務で必要になる準備物への導線を置きます。,,,,,,
3,guide,childcare,育児用品,ベビー用品 / 学習関連（慎重）,子育ての実費負担を見直す,手当・助成の次に、日常でかかる実費の見直しに使える商材を置きます。,,,,,,
4,guide,retirement-unemployment,転職・仕事探し,求人サイト / 転職エージェント,次の仕事を探す,失業給付や保険料軽減の手続きと並行して、求職活動の導線を置けます。,,,,,,"金融・保険の売り込みは当面置かない"
4,ranking,retirement_unemployment,転職,求人サイト,求人情報を見る,制度確認と同時に求職中のユーザー向け。押し売り感の強い商材は避ける。,,,,,,
5,program_cat,eld_hochoki,補聴器,補聴器専門店 / 通販,補聴器の候補を見る,助成対象や上限を見たあとに、機種比較へ進む導線です。,,,,,,
5,program_cat,eld_omutsu,大人用紙おむつ,介護用品通販,紙おむつの商品を見る,助成・支給の条件確認後の実費補完用です。,,,,,,
5,program_cat,preg_sango_care,出産・育児準備,ベビー用品,出産準備の用品を見る,産後ケアの申込みと並行して準備するものの参考です。,,,,,,
